软件实施工程师,5000,7000,1,广州黄埔区鱼珠AI智慧港(西塔)A202,大专,1-3年,0,悦到科技,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204); background-color: rgb(255, 255, 255);\\"">【岗位职责】</strong></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">1、熟悉掌握软件的各种功能、进行现场安装、测试、维护、培训工作；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">2、提供售前支持、售后培训、项目实施；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">3、为公司客户提供产品相关的售后服务和技术支持，包括提供远程及电话技术支持；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">4、协同开发部、测试部做好相关实施中遇到的问题，并处理；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">5、为销售人员提供技术支持与指导；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">6、为财务人员提供业务数据统计；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">7、收集客户意见、建议并及时反馈公司。</span></p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204); background-color: rgb(255, 255, 255);\\"">【任职资格】</strong></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">1、大专及以上学历；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">2、具备技术人员的职业素养，工作敬业积极，责任心强，做事认真仔細，执行力及服务意识强；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">3、IT技术支持工作经验优先，有较强的学习能力；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">4.、熟悉软件部署的基本流程，能够独立完成项目的实施和现场协调；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">5、 能够较快的掌握新的软件实施架构，具备较强的学习能力；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">6.、可以参与项目实施过程中的难题攻关，能够提出自己的可行性建议；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">7.、细致、认真，具备一定的文档能力，具有良好的软件部署习惯；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">8、项目实施期间能够接受省内短期出差；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">9、熟悉道路运输业务，有客运软件实施经验的优先考虑。</span></p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204); background-color: rgb(255, 255, 255);\\"">【岗位福利】</strong></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">1、朝九晚六，双休，节假日国家同步</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">2、五险一金</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">3、节假日小礼品，不定时下午茶点，分享小课堂，团建等</span></p>']"
产品实习生,4500,6000,2,北京市朝阳区将台乡酒仙桥北路乙10号院2号楼星地中心B座6层611室,硕士,经验不限,0,爱化身,100-499人,['人工智能'],民营公司,"['<p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">我们在寻找能和我们一起创造元宇宙/AIGC产品的小伙伴。我们希望你有好奇心、动手能力强、喜欢科技和新事物，有对新事物的快速理解能力和逻辑思考能力，可以从0到1参与到整个产品开发过程当中，自己动手创造一个有用的虚拟空间 ! </span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">理解AIGC/数字人产品的应用场景，协助市场产品负责人进行产品的策划和落地；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">基于核心功能持续产品优化，设计和迭代丰富场景及应用等；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">对产品层级有较好的理解，能够设计良好的系统层级和交互流程；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">进行海内外竞品分析和调研，并持续输出行业产品解决方案；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">跟踪产品开发过程中的进度，配合、协调技术等部门工作，推动产品开发的顺利进行；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">职位要求：</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">逻辑严谨，思维清晰，能独立完成调研;</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">具备较强的分析问题、解决问题的能力、沟通协调能力;</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">学习能力强，有好奇心，具有问题解决能力和创业精神；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">执行力强，有较强的项目管理意识和责任心，可以很好的把控产品开发流程，有团队意识，能很好</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">的协同各部门合作；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">喜欢新的科技形态，热爱元宇宙/AIGC，乐于研究，对技术有较好的理解能力；</span></p><p><span style=\\""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255);\\"">需至少全职实习四个月及以上，优秀实习生提供转正机会；</span></p>']"
数据梳理员,3500,3500,1,广西南宁马山,本科,经验不限,6,亿博信息,500-1000人,"['互联网', '软件']",民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位职责】</strong></p><ol><li>数据处理与系统整合：会用 Python（如 Pandas）或 SQL 清洗、去重数据，懂业务报表字段梳理。</li><li>培训与技术支持：可提供技术热线支持，擅长与基层人员沟通解决系统问题。</li><li>数据分析与应用开发：会用 Tableau 等工具做数据可视化，能辅助分析经济 / 民生数据。</li><li>了解政务场景开发（如 “一表通办” 事项），有相关经验优先。</li></ol><p><br></p><p><span style=\\""color: rgb(0, 102, 204);\\"">【任职要求】</span></p><ol><li>学历：本科或在读本科（2026届毕业生），计算机、大数据、公共管理等相关专业优先。</li><li>集中工作广西南宁马山</li></ol><p><br></p><p><span style=\\""color: rgb(0, 102, 204);\\"">【其他福利】</span></p><ol><li>提供住宿</li></ol>']"
软件实施实习生,2500,4000,1,广东省内，广州、深圳、佛山、东莞、中山、惠州等,本科,经验不限,5,南方数码,500-1000人,"['互联网', '大数据']",民营公司,"['<p><strong style=\\""color: rgb(0, 71, 178);\\"">【工作内容】</strong></p><p>1、在客户现场进行软件系统的安装部署、测试、维护和更新;</p><p>2、对产品进行演示，开展客户培训;</p><p>3、进行数据建库、入库，以及项目运维、部分功能开发测试工作;</p><p>4、配合项目经理、实施人员工作，以及相关的辅助工作(包括但不限于文档编写、交流记录等)</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位要求】</strong></p><p><span style=\\""color: rgb(0, 102, 204);\\"">1、</span><strong style=\\""color: rgb(0, 102, 204);\\"">26届大专以上学历</strong><span style=\\""color: rgb(0, 102, 204);\\"">，</span>地理信息、测绘工程、计算机等相关专业;</p><p>2、熟悉arcgis、cass等软件的优先，熟悉数据库oracle、mysql之类的优先;</p><p>3、具备较强的沟通能力和良好的团队协作精神;</p><p>4、较强的责任心，工作踏实、认真、勤恳好学;</p><p>5、可全职实习6个月及以上，接受项目驻点和出差。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【工作时间】</strong></p><p>9:00~18:00，午休1.5小时，周末双休</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【工作地点】</strong>广东省内，广州、深圳、佛山、东莞、中山、惠州等(根据项目需求分配地点，均提供免费住宿)</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【您将会获得】</strong></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">1、实习薪酬</strong><span style=\\""color: rgb(0, 102, 204);\\"">：</span>实习薪酬2500元/月+绩效奖金，生活费不用愁</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">2、免费住宿</strong><span style=\\""color: rgb(0, 102, 204);\\"">：</span>提供免费住宿，为你解决后顾之忧</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">3、商业保险</strong><span style=\\""color: rgb(0, 102, 204);\\"">：</span>公司为每位实习生购买商业保险，提供更全面的安全保障</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">4、导师辅导制</strong><span style=\\""color: rgb(0, 102, 204);\\"">：</span>实习期间配备对应导师辅导，业务问题、技术难点、毕业设计都能帮你排忧解难</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">5、专业技术培训</strong><span style=\\""color: rgb(0, 102, 204);\\"">：</span>针对不同岗位所需专业技能，定期组织培训，让你尽快适应岗位，成长为专业能手</p>']"
Java开发实习,4500,4500,2,广州、西安,本科,经验不限,5,软通动力,10000人以上,"['互联网', '计算机软件']",上市公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【招聘岗位】</strong></p><p>Java、IOS、Andriod、前端开发、自动化测试（需要懂Java）、功能测试、AS400、Infra（运维）、UIUX、Web开发等；</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【招聘要求】</strong></p><p>1. 学历为一本及以上，计算机相关专业，或者有额外培训过计算机技能的非计算机专业；</p><p>2.英语要求可以较流利进行口语沟通；</p><p>3.投递的岗位包括：</p><p>4.薪资：实习生 150元/天，转正西安6k，广州7k，试用期80%；</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【工作地点】</strong>广州/西安。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【简历投递要求】</strong></p><p><strong style=\\""color: rgb(0, 71, 178);\\""><u>简历命名：</u></strong><u style=\\""color: rgb(0, 71, 178);\\"">姓名-学校-求职岗位-意向工作地点（例如：张三-广州大学-软件测试）</u></p><p><br></p>']"
数据录入专员,3000,5000,1,广东广州,大专,经验不限,5,维度金融,10000人以上,['企业服务'],上市公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位职责】</strong></p><p>1. 负责在系统上录入票据、凭证及客户资料等；&nbsp;</p><p>2. 检查凭证信息是否正确，工作就是录入，打字！&nbsp;</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位要求】&nbsp;</strong></p><p>1. 实习生（需要做满3个月或以上）&nbsp;</p><p>2. 大专及以上学历&nbsp;</p><p>3. 熟悉计算机操作，熟悉中文数字录入，中文打字45/每分钟；</p><p>4. 工作仔细认真，,有较强的责任心、品质良好、身体健康、无不良信用记录；&nbsp;</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【上班时间】</strong></p><p>1. 8:30-18:00；中午休息2小时、周末双休，享国家法定节假日休息。&nbsp;</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【薪资福利】</strong></p><p>&nbsp;薪酬福利待遇&nbsp;</p><p>实习：2300底薪+绩效（按计件量），均薪：3000-5000元&nbsp;</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【其他福利】</strong></p><p>1. 实习生可提供实习证明，实习生可提供住宿</p><p>2. 工作环境整洁舒适，团队氛围好，工作时间稳定</p><p>3. 提供免费住宿 4. 有员工饭堂，早餐3元，午餐12元，晚餐6元&nbsp;</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【上班地址】 </strong>广州市白云区机场路1136号中行2楼</p>']"
数据标注实习,3000,5000,1,广东肇庆、广东湛江雷州,大专,经验不限,25,森羽网络,1000-5000人,['互联网'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">岗位方向：</strong>自动驾驶无人车项目、大模型项目</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">项目内容：</strong>图片标注，2.5D、3D点云标注、文字转写、搜索词相关性判断等</p><p><strong style=\\""color: rgb(0, 102, 204);\\"">薪资待遇：</strong>实习期2000底薪+200全勤+包住宿+绩效提成+商业险(多劳多得，上不封顶岗位要求:计算机基础1+等级、稳定期6个月、有较好沟通能力和学习能力</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【工作内容】</strong></p><p>1、根据作业规范要求，结合图片，对现有地图道路进行修正；</p><p>2、在内部编辑平台上对路口、道路属性等赋予属性等。该项工作的成果将用于我们日常使用的导航、手机端各电子地图。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【任职要求】</strong></p><p>1、全日制大专毕业生（社会招聘）或者大专实习生；</p><p>2、测绘、计算机，电子商务，网络技术等相关专业优先；</p><p>3、有良好的稳定性；</p><p>4、具有较好的逻辑思维能力、沟通理解能力；</p><p>5、工作细心、有耐心、有责任心</p><p>6、具体计算机专业相关的知识，有绘图软件基础技能优先</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【职位晋升】</strong></p><p>数据专员→质检组长→项目经理→AI数据训练师→AI产品经理；</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【公司福利】</strong></p><p>1. 公司缴纳保险，每年会有不定期旅游，定期聚餐，升级培训，节日礼包，社团活动，绩效奖励，工装。</p><p>2. 工作时间：9：00—12：00 13:00-18:00单休 (周日休息) 3. 公司提供宿舍，水电费自理</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【办公地址】</strong>广东肇庆、广东湛江雷州</p><p><br></p>']"
AI数据标注,6900,9600,2,郑州中原区金玺·总部港1105室,大专,经验不限,0,渊海网络,20-99人,['通信/网络设备'],民营公司,"['<p><br></p><p><strong style=\\""background-color: rgb(255, 255, 255); color: rgb(0, 102, 204);\\"">【工作内容】</strong></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">1、根据项目需求，对文本、图片、音频、视频等数据进行标注，包括分类、实体识别、情感分析、语义分析等。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">2、根据标注规范和标注标准，对数据进行准确、一致、完整的标注，确保标注质量。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">3、对标注数据进行质量检查，发现并纠正标注错误和不一致的地方。</span></p><p><br></p><p><strong style=\\""background-color: rgb(255, 255, 255); color: rgb(0, 102, 204);\\"">【专业要求】</strong></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">1、计算机、软件、大数据技术等相关专业 学历要求:专科及以上；</span></p>']"
深度学习算法实习生,5400,6000,2,北京市朝阳区将台乡酒仙桥北路乙10号院2号楼星地中心B座6层611室,硕士,经验不限,0,爱化身,100-499人,['人工智能'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【主要职责】</strong></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">- 设计和实施使用GANs、VAEs、Transformer和扩散模型的高效、可扩展的图像和视频生成、编辑和增强算法。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">- 积极跟踪最新的人工智能研究和技术发展，特别是在图像和视频生成领域的最新进展，如Transformer和扩散模型，并将这些新技术应用到实际项目中。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">- 与产品和工程团队紧密合作，将复杂的机器学习模型有效集成到产品中，确保技术解决方案可以满足业务需求，并在性能和质量方面达到高标准。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">- 深入分析和解决模型在训练和部署过程中遇到的挑战，包括但不限于模型优化、扩展性问题和计算资源利用率。</span></p><p><span style=\\""background-color: rgb(255, 255, 255); color: rgb(34, 34, 34);\\"">- 贡献高质量的代码库，编写详尽的技术文档，并通过内部分享提升团队的技术能力和知识水平。</span></p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【职位要求】</strong></p><p class=\\""ql-align-justify\\"">- 计算机科学、人工智能、应用数学或相关领域的硕士或博士。</p><p class=\\""ql-align-justify\\"">- 有深度学习、计算机视觉或相关领域的实际项目经验，特别是在图像和视频生成领域。</p><p class=\\""ql-align-justify\\"">- 对GANs、VAEs、Transformer和扩散模型等生成模型有理解研究。</p><p class=\\""ql-align-justify\\"">- 精通Python编程，以及TensorFlow、PyTorch等主流深度学习框架。</p><p class=\\""ql-align-justify\\"">- 具备优秀的问题解决能力，能够独立研究并解决技术问题。</p><h2><br></h2><p><br></p>']"
软件测试工程师,3000,5000,1,北京市顺义区林河工业开发区顺仁路54号2幢4层485室,大专,经验不限,0,九畴科技,20-99人,['计算机软件'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位职责】</strong></p><p class=\\""ql-align-justify\\"">1、全程参与项目的功能与性能测试；</p><p class=\\""ql-align-justify\\"">2、独立处理及解决所负责的测试任务；</p><p class=\\""ql-align-justify\\"">3、跟踪分析测试情况，解决测试过程中遇到的问题；</p><p>4、完成测试工作的相关文档和用户手册。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【工作要求】</strong></p><p>1、计算机相关专业，了解软件测试流程及2—3个测试工具；</p><p>2、具备良好的沟通能力、团队协作能力和学习能力；</p><p>3、细心耐心，良好的团队协作能力和个人独立解决问题能力；</p><p><br></p><p><strong>住宿方式：</strong></p><p><strong>1、自行住宿：公司可协助推荐合适的位置。</strong></p><p><strong>2、设备助理提供员工宿舍，</strong>免费住宿8人间，独立卫浴，中央空调，集中供暖，水电费自理;<strong>。</strong></p><p><strong>薪酬福利：</strong></p><p>实习生补贴3000-5000元/月，实习期不少于半年。</p><p>试用期4000-6000元/月，转正后薪资6000-8000元/月（不包含其他奖金，绩效以及其他福利）。</p><p><br></p><p><strong>其他说明：</strong></p><p>1. 可协助院校签订实习协议。</p><p>2. 实习期要求满6个月以上，实习期满考核合格，可毕业后留单位工作。</p><p>3、长期稳定者，优先需求。</p><p><strong>&nbsp;</strong></p><p><strong>面试流程：HR 简历筛选--初试人事面试--根据初试结果分析--复试项目 技术校核--合格者发入职offer</strong></p>']"
鸿蒙实习生,4000,8000,1,广东深圳,大专,经验不限,0,中软国际,150-500人,"['互联网', '数据服务']",上市公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位职责】</strong></p><p>前期：</p><p>1、手机鸿蒙NEXT系统自带的元服务素材收集与测试工作；元服务类似微信小程序。</p><p>2、元服务基础质量验收测试。主要为用户体验测试。</p><p>后期：</p><p>（择优）转做鸿蒙原生应用上架质量验收测试，包括功能体验、兼容性与性能、功耗、稳定性测试。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【基本工资】</strong></p><p>24年及之前毕业，签署3个月的劳务协议，每月4K基本工资，转正6-8K具体看部门定（PS：劳务协议为固定薪酬，不涉及绩效）</p><p>25/26年毕业，签署3个月的实习协议，每月2K基本工资+(0~1500)绩效工资</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【实习生绩效核算】</strong></p><p><strong>绩效工资：</strong>A（1500）、B+（800）、B（500）、C（0）;</p><p><strong>绩效占比：</strong>C（5%~10%）;</p><p><strong>绩效周期：</strong>由业务部门每月进行绩效评定，按照月度绩效结果给员工发放绩效工资；</p><p><br></p><p><strong>到岗时间：</strong>近期</p><p><strong>实习周期：</strong>3个月</p><p><strong>上班地点：</strong>南山区深圳湾科技生态园1区3栋4楼；</p><p>需要带笔记本电脑，电脑型号不限，需要带鼠标。</p><p><strong>流程：</strong>简历投递-心理测试-材料收集-入场报道-入职安排</p><p><strong>备注：</strong>24，25届，26届都可以</p>']"
商务助理（数据方向）,3600,3600,2,广州,本科,经验不限,0, 用友汽车,1000-9999人,['计算机软件'],上市公司,"['<p><strong>实习生岗位，表现优秀，可以获得转正机会，实习生工资120元/天。</strong></p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【岗位职责】</strong></p><p>1、商务数据跟进：负责定期收集、整理并分析部门内各项商务活动的相关数据，包括但不限于合同执行情况、销售业绩、客户满意度调查等，确保数据的准确性和时效性，为管理层提供决策支持。</p><p>2、项目验收辅助：在项目经理的指导下，协助完成项目的收尾工作，包括但不限于准备验收材料、协调各方资源、跟踪验收进度，确保项目按既定标准顺利验收，并处理相关文档归档工作。</p><p>3、商务数据统计：运用Excel对商务活动数据进行深入分析，提炼关键指标，如销售额增长率、市场份额变化等，形成可视化报告，为团队优化商务策略提供数据支撑。</p><p>4、协助主管进行商务流程优化：观察并理解现有商务流程，提出改进建议，协助优化商务流程，提高工作效率，包括但不限于合同管理、客户信息管理、项目跟进流程等。</p><p>5、跨部门沟通协调：与其他部门（如销售、市场、技术等）进行有效沟通，沟通项目需求、进度及潜在问题，促进团队协作与项目顺利进行。</p><p><br></p><p><strong style=\\""color: rgb(0, 102, 204);\\"">【任职要求】</strong></p><p>1、教育背景：本科及以上学历在读，商务管理、国际贸易、数据分析、英语等相关专业优先。</p><p>2、语言能力：具备优秀的英语听说读写能力，<strong>CET-6及</strong>以上水平，能顺畅沟通加分</p><p>3、数据分析能力：熟练掌握Excel等办公软件，了解基本的数据分析方法和工具，对数据敏感，具备良好的逻辑思维能力和问题解决能力。</p><p>4、沟通协调：良好的沟通协调能力和团队合作精神，能够在快节奏的工作环境中有效管理时间，确保任务按时完成。</p><p>5、学习态度：对商务领域有浓厚兴趣，愿意长期在商务方向发展，积极主动，学习能力强，能够快速适应新环境和新任务。</p><p>6、加分项：有相关实习经验、数据分析项目经验或熟悉CRM系统者优先考虑。</p>']"
需求分析师,8000,12000,1,广州市天河区灵山东路4号801,本科,1-3年,0,云仓库,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">工作内容及岗位要求：</strong></p><p>1、3年及以上软件需求设计经验；</p><p>2、具备沟通与协调技能，逻辑思维缜密，执行力强，学习能力强，抗压能力强，工作态度端正，形象气质佳；</p><p>3、理解、分析和挖掘业务部门提出的需求，设计与绘制系统界面原型，可独立编写相关需求文档，包括：需求规格说明书、需求跟踪矩阵、调研提纲等。</p><p>4、工作积极主动、耐心细心，能承受一定的工作压力，有较强的学习能力和解决问题的能力，接受加班、出差，具备强烈的责任心和团队合作的精神。</p><p>5、熟练使用墨刀、Axure等原型设计工具，了解开发流程和技术。</p>']"
界面设计师,7000,10000,1,广州市天河区灵山东路4号801,大专,1-3年,0,云仓库,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">工作内容及岗位要求：</strong></p><p>1、认可公司的品牌文化，有良好的工作态度和团队合作精神，善于沟通，具有较强的理解、领悟能力，接受加班。</p><p>2、精通Photoshop，会使用illustrator、sketchup、axure rp、ae、3Dmax、Cinema 4D等工具软件优先。</p><p>3、2年工作经验，美术设计类相关专业大专或以上学历、深入理解ios和android，windows等平台的ui设计，具备一定的手绘能力。</p><p>4、有较强的设计能力及良好的美术基础、色彩感强，具有丰富的视觉创作经验和独到的审美修养。</p><p>5、擅长网站及移动手机端栏目整体设计制作，熟悉web标准。</p><p>6、可独立完成网站整体设计、业务流程设计制作。</p><p>7、需自备电脑，面试时提供相关UI设计和PPT作品。</p>']"
前端开发,7000,12000,1,广州市天河区灵山东路4号801,大专,1-3年,0,云仓库,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">工作内容及岗位要求：</strong></p><p>1、2年以上前端开发经验；</p><p>2、精通原生javascript和HTML、CSS3、Echarts等前端基本技能；</p><p>3、有基于three.js的3D开发或线上项目经验者优先；</p><p>4、需要深入理解1种以上前端框架，比如vue3、react等；</p><p>5、有参与过AI相关功能开发经验优先；</p><p>6、有服务器端编程经验优先；</p><p>7、有web端地图开发经验者优先；</p><p>8、吃苦耐劳，热爱学习，接受加班，自备电脑。</p>']"
安卓原生开发工程师,8000,12000,1,广州市天河区灵山东路4号801,大专,1-3年,0,云仓库,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">工作内容及岗位要求：</strong></p><p>1、2年以上android系统平台开发经验，具备扎实的Java编程基础，完成2个以上APP项目；</p><p>2、具备良好的编码习惯，逻辑清晰，熟练运用设计模式；</p><p>3、熟悉Android下网络通信机制，熟悉TCP/IP和http协议，对多线程、Socket通信有一定的了解和经验；</p><p>4、熟悉Android平台UI设计规范，能熟练运用常用布局；</p><p>5、了解Android内存管理机制，具备较强的调试、性能优化能力；</p><p>6、熟练使用git代码管理工具；</p><p>7、熟悉SQLite数据库操作优先；</p><p>8、面试过程有上机操作流程，无项目经验者请慎投简历。</p>']"
研发工程师,8000,12000,1,广州市天河区灵山东路4号801,大专,1-3年,0,云仓库,20-99人,['企业服务'],民营公司,"['<p><strong style=\\""color: rgb(0, 102, 204);\\"">工作内容及岗位要求：</strong></p><p>1、具备扎实的Java基础，熟练掌握面向对象思想，具备独立解决问题能力</p><p>2、熟悉Spring、SpringBoot、SpringCloud、SpringMVC等开源框架</p><p>3、熟悉Flowable、xx1-job、POI、MD5、Quartz等技术</p><p>4、熟悉JavaEE体系，Java、Web开发技术</p><p>5、熟练掌握MySQL、0racle、DM等关系型数据库，Redis非关系型数据库</p><p>6、熟悉Mybatis、Hibernate、jdbc、log4j等技术</p><p>7、熟悉HTML、JavaScript、Angular、Ajax、CSS等前端技术，</p><p>8、熟悉使用富文本编辑器KindEdit8</p><p>9、熟练应用Idea、Maven、Git、Svn等开发工具熟悉Swagger、ApiPost等接口调试与文档管理工具</p><p>10.熟悉微服务架构、Gateway、Nacos、Security、Nginx、RabbitMQ、OpenFeign等技术</p><p>11、完成上级安排的工作任务</p><p>12、有电网项目经验、AI开发工作经验优先</p>']"
